sno,sna,sarea,lng,lat,2018/8/1-7,2018/8/1-8  ,2018/8/1-9  ,2018/8/1-10  ,2018/8/1-11,2018/8/1-12,2018/8/1-13,2018/8/1-14,2018/8/1-15,2018/8/1-16,2018/8/1-17,2018/8/1-18,2018/8/1-19,2018/8/1-20,2018/8/1-21,2018/8/1-22,2018/8/1-23,2018/8/1-24,2018/8/2-7,2018/8/2-8,2018/8/2-9,2018/8/2-10,2018/8/2-11,2018/8/2-12,2018/8/2-13,2018/8/2-14,2018/8/2-15,2018/8/2-16,2018/8/2-17,2018/8/2-18,2018/8/2-19,2018/8/2-20,2018/8/2-21,2018/8/2-22,2018/8/2-23,2018/8/2-24,2018/8/3-7,2018/8/3-8,2018/8/3-9,2018/8/3-10,2018/8/3-11,2018/8/3-12,2018/8/3-13,2018/8/3-14,2018/8/3-15,2018/8/3-16,2018/8/3-17,2018/8/3-18,2018/8/3-19,2018/8/3-20,2018/8/3-21,2018/8/3-22,2018/8/3-23,2018/8/3-24,2018/8/4-7,2018/8/4-8,2018/8/4-9,2018/8/4-10,2018/8/4-11,2018/8/4-12,,,,,,,,,,,,,,,,,,,,,,,
232,中山天母路口,士林區,121.529738,25.118843,10,0,1,4,7,7,10,10,10,6,4,1,2,5,9,1,3,6,20,7,6,7,6,5,7,12,2,0,0,6,4,13,13,7,2,4,18,7,2,6,7,4,6,5,8,9,6,7,20,13,7,8,6,3,17,15,15,20,19,16,,,,,,,,,,,,,,,,,,,,,,,
233,捷運忠義站,北投區,121.474155,25.131411,14,14,13,13,14,13,13,13,11,13,15,12,18,16,14,13,12,12,9,10,10,10,9,11,13,13,14,13,16,18,19,13,11,13,12,12,13,14,11,11,10,8,5,3,3,3,5,4,5,5,5,4,6,6,3,3,2,3,4,0,,,,,,,,,,,,,,,,,,,,,,,
234,永欣綠地,北投區,121.526071,25.124162,31,28,24,20,16,17,16,15,16,18,14,14,12,8,7,8,9,6,16,5,5,2,1,15,15,12,10,10,12,10,9,5,7,6,7,6,15,13,10,5,8,5,4,1,15,20,29,31,26,25,25,25,28,25,21,22,17,13,8,20,,,,,,,,,,,,,,,,,,,,,,,
235,市民東興路口,松山區,121.565928,25.04846,5,6,11,17,7,14,14,3,5,5,11,24,1,12,10,1,5,1,1,27,27,16,7,4,11,13,5,15,14,10,4,1,11,6,3,6,10,19,1,10,8,8,3,14,14,15,13,8,15,8,26,11,14,13,7,8,6,0,17,23,,,,,,,,,,,,,,,,,,,,,,,
236,關渡自然公園,北投區,121.469138,25.119292,22,15,7,8,5,5,7,5,3,2,0,3,13,6,19,30,33,27,30,3,1,10,3,0,7,9,11,12,12,13,11,12,13,17,23,24,19,9,8,2,5,7,9,10,10,10,8,10,19,8,9,16,23,24,27,28,29,29,24,22,,,,,,,,,,,,,,,,,,,,,,,
237,文山第二行政中心,文山區,121.551418,25.001149,21,8,16,20,16,14,11,11,11,12,12,13,9,10,13,16,27,15,26,15,16,25,22,19,22,21,25,25,25,16,17,19,18,13,21,30,25,21,16,12,10,22,20,18,24,23,23,14,10,9,15,23,21,12,22,24,25,22,15,13,,,,,,,,,,,,,,,,,,,,,,,
238,瑞湖陽光街口,內湖區,121.575965,25.073119,4,4,18,4,8,3,1,14,19,16,5,17,0,0,1,0,0,0,7,19,15,21,16,7,8,11,13,13,1,0,0,0,0,4,1,9,16,19,12,9,14,12,10,6,2,13,5,27,29,8,3,14,12,9,8,7,13,19,24,13,,,,,,,,,,,,,,,,,,,,,,,
239,新明路321巷口,內湖區,121.584098,25.056687,9,13,14,11,10,9,9,9,13,11,13,12,9,10,8,7,12,14,15,23,23,23,23,20,20,21,23,25,23,15,18,16,16,14,20,20,11,12,18,18,15,16,14,11,14,15,16,16,11,7,12,13,14,16,19,17,22,21,21,21,,,,,,,,,,,,,,,,,,,,,,,
240,南京建國路口,中山區,121.536802,25.052141,16,25,55,17,26,23,22,22,16,41,42,54,15,10,1,0,8,7,8,8,10,29,29,33,28,24,51,55,51,32,20,15,5,4,3,6,21,17,40,43,23,28,27,19,25,24,33,47,37,28,46,46,40,37,43,29,29,31,31,37,,,,,,,,,,,,,,,,,,,,,,,
241,林口公園,信義區,121.579146,25.038943,23,25,6,24,23,17,22,28,12,7,18,20,21,8,17,30,23,20,26,14,14,20,34,31,38,15,13,8,7,19,31,17,14,24,18,19,31,22,28,18,17,22,28,5,5,6,7,8,11,9,12,13,20,32,15,23,13,18,14,9,,,,,,,,,,,,,,,,,,,,,,,
242,關渡宮,北投區,121.463161,25.117472,4,2,0,1,0,1,1,1,2,0,1,0,2,13,9,10,10,11,11,12,12,11,11,12,12,15,12,12,16,11,10,6,8,15,16,7,3,4,2,4,5,6,7,7,7,9,8,6,7,7,7,6,9,12,14,4,2,7,8,5,,,,,,,,,,,,,,,,,,,,,,,
243,社子公園,士林區,121.506219,25.090202,14,6,4,3,4,4,3,6,3,2,6,10,15,5,9,9,8,7,13,10,10,10,7,7,13,19,18,18,20,9,9,10,11,10,7,12,15,9,14,14,15,15,17,16,13,13,13,3,3,7,9,12,11,13,19,21,21,21,22,20,,,,,,,,,,,,,,,,,,,,,,,
244,復興市民路口,中山區,121.543736,25.045908,18,14,32,39,16,19,23,30,34,32,37,28,15,14,3,4,1,15,19,34,36,25,25,29,34,33,34,29,27,0,25,32,16,1,3,0,24,14,36,19,22,23,30,31,25,30,27,26,20,14,16,6,0,15,12,9,1,14,19,28,,,,,,,,,,,,,,,,,,,,,,,
245,捷運中山國中站,中山區,121.544028,25.060632,6,24,4,8,7,6,0,1,0,11,20,4,14,3,0,7,4,11,15,12,11,9,25,22,26,26,4,3,6,9,21,2,3,8,4,1,16,22,7,0,4,2,13,12,30,24,22,19,19,4,8,1,2,2,23,24,19,17,29,43,,,,,,,,,,,,,,,,,,,,,,,
246,國立故宮博物院,士林區,121.548086,25.098743,3,2,2,2,3,3,1,0,5,5,3,0,0,0,3,4,5,5,8,9,9,9,9,8,14,15,16,16,11,3,3,3,4,5,7,10,13,12,13,11,11,11,9,10,10,10,9,7,5,5,5,4,6,5,3,2,5,2,3,4,,,,,,,,,,,,,,,,,,,,,,,
247,木柵公園,文山區,121.560627,24.987144,12,9,9,8,7,8,5,5,2,2,16,14,11,12,13,14,15,16,13,7,7,5,5,5,3,3,1,2,2,2,1,4,8,10,11,12,10,8,1,0,13,12,10,10,11,11,12,12,12,10,15,15,14,15,14,10,4,7,8,8,,,,,,,,,,,,,,,,,,,,,,,
248,喬治工商,大安區,121.555566,25.027123,9,10,1,0,6,3,2,5,6,8,2,2,8,23,18,21,25,21,13,12,13,7,18,20,15,18,20,27,24,23,24,6,12,13,24,7,11,10,4,25,20,16,22,21,15,17,24,11,7,13,14,18,10,17,15,21,13,5,17,18,,,,,,,,,,,,,,,,,,,,,,,
249,中華桂林路口,萬華區,121.506624,25.037706,25,12,12,10,5,14,5,17,23,7,13,12,27,5,16,6,0,10,28,18,18,15,12,13,14,12,0,7,14,21,30,16,23,11,7,5,27,15,13,2,5,6,12,9,5,4,10,19,10,4,6,3,6,4,22,15,10,14,17,17,,,,,,,,,,,,,,,,,,,,,,,
250,忠孝東路三段217巷口,大安區,121.539873,25.04184,20,13,10,4,1,11,20,30,29,4,2,5,4,3,6,7,10,9,29,16,17,8,11,6,6,12,17,18,12,5,8,10,8,11,14,16,29,27,12,13,12,16,14,25,20,22,18,22,15,10,14,20,20,15,17,13,16,10,8,9,,,,,,,,,,,,,,,,,,,,,,,
251,華齡公園,士林區,121.520692,25.083023,27,9,2,12,19,10,9,7,5,0,8,14,19,13,3,14,10,9,22,14,14,1,24,19,13,15,16,17,19,5,6,16,6,27,14,20,31,33,31,19,15,19,20,17,16,16,19,12,12,12,11,14,15,15,24,18,8,27,23,15,,,,,,,,,,,,,,,,,,,,,,,
252,大安運動中心,大安區,121.545608,25.020544,13,18,18,11,16,12,1,2,6,5,11,19,28,17,3,0,1,2,9,6,8,1,8,3,3,0,13,21,20,10,4,16,1,4,1,6,9,3,11,9,13,20,23,11,12,11,5,5,2,23,15,9,1,6,12,12,17,27,33,9,,,,,,,,,,,,,,,,,,,,,,,
253,芝山抽水站,士林區,121.52799,25.101423,14,4,20,21,20,18,19,19,20,18,15,23,22,29,20,23,28,28,22,2,1,24,20,20,20,22,23,20,21,27,24,3,2,11,19,20,26,12,1,9,5,3,5,1,0,1,1,1,0,3,8,11,21,20,13,9,5,21,19,16,,,,,,,,,,,,,,,,,,,,,,,
254,立功立德路口,北投區,121.471482,25.125377,5,20,16,16,25,28,24,26,25,23,17,9,17,16,10,11,13,13,6,30,30,17,22,22,18,22,21,22,14,1,4,1,20,13,7,6,5,9,22,17,22,22,22,24,22,22,17,13,29,23,18,22,9,10,13,23,22,24,24,20,,,,,,,,,,,,,,,,,,,,,,,
255,光復南路22巷口,松山區,121.557674,25.046914,25,9,19,20,21,12,17,17,21,13,19,11,1,8,8,6,8,9,17,13,10,14,27,16,10,9,24,23,26,12,11,14,3,0,8,16,19,2,14,15,19,26,14,9,12,15,23,18,14,7,4,8,5,16,14,10,13,17,4,2,,,,,,,,,,,,,,,,,,,,,,,
256,中山中正路口,士林區,121.527526,25.096507,15,12,6,7,4,3,0,0,0,3,0,7,2,5,11,15,14,18,19,15,15,15,15,15,17,18,15,20,18,18,26,34,20,17,15,17,13,9,6,5,21,20,21,18,22,24,24,24,25,30,26,20,22,25,20,17,15,17,15,15,,,,,,,,,,,,,,,,,,,,,,,
257,錦德公園,萬華區,121.492637,25.023316,15,23,13,13,13,11,11,9,8,10,11,4,12,14,7,18,27,21,25,1,0,6,1,3,0,6,8,12,12,18,10,15,6,21,33,21,21,15,3,3,1,1,3,1,5,5,10,1,7,9,10,19,34,21,24,19,15,13,9,8,,,,,,,,,,,,,,,,,,,,,,,
258,聯合醫院中興院區,大同區,121.507979,25.052096,5,9,22,28,32,35,32,33,31,22,18,14,7,9,13,10,13,7,9,27,28,33,31,31,26,24,17,16,12,2,0,2,4,7,8,6,7,13,21,24,26,26,23,26,24,24,26,21,19,23,27,32,35,37,16,15,14,6,6,8,,,,,,,,,,,,,,,,,,,,,,,
259,南京遼寧街口,中山區,121.542168,25.051761,14,10,2,18,15,11,16,23,22,30,30,24,13,1,10,1,4,7,6,0,0,17,15,17,18,22,19,17,19,24,17,10,17,5,0,4,18,21,2,4,11,12,9,3,15,13,18,24,16,11,6,0,1,5,5,16,15,2,18,26,,,,,,,,,,,,,,,,,,,,,,,
260,民權瑞光路口,內湖區,121.583991,25.068616,7,9,9,10,9,7,6,8,9,13,12,13,8,4,4,4,2,2,6,1,1,1,1,0,18,17,15,16,19,14,10,10,6,8,10,10,10,7,5,4,1,7,7,8,9,9,11,13,7,9,6,6,7,12,9,9,9,10,7,15,,,,,,,,,,,,,,,,,,,,,,,
261,健康新城,松山區,121.560928,25.054095,33,30,8,2,3,8,4,13,18,20,19,27,28,21,5,22,35,43,33,17,20,4,17,21,23,25,22,32,29,14,23,28,11,20,21,26,33,13,32,19,24,19,20,16,17,20,19,20,17,19,15,22,29,33,28,26,25,26,25,20,,,,,,,,,,,,,,,,,,,,,,,
262,永安藝文館-表演36房,文山區,121.569064,24.984144,17,10,9,16,17,14,16,15,13,13,15,16,15,21,4,8,8,13,20,16,17,17,16,18,17,16,16,17,20,22,20,6,6,19,27,8,12,9,11,4,6,7,8,11,12,13,13,13,6,2,14,18,19,21,19,14,14,12,11,8,,,,,,,,,,,,,,,,,,,,,,,
263,至善臨溪路口,士林區,121.542153,25.097103,17,19,25,27,28,28,30,29,26,22,14,12,11,8,9,12,16,17,19,21,21,24,24,24,22,20,21,21,20,10,9,11,11,13,12,16,17,17,17,16,17,17,15,20,19,19,19,23,22,23,24,26,25,27,14,14,10,10,20,18,,,,,,,,,,,,,,,,,,,,,,,
264,秀山區民活動中心,北投區,121.493009,25.145936,19,18,16,15,14,14,14,11,16,16,15,15,14,13,13,13,15,15,16,12,12,11,10,9,8,3,3,3,2,2,2,1,1,1,2,3,19,13,11,9,9,9,8,9,10,10,10,9,9,8,8,9,10,11,12,11,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,
265,中央北路四段30巷口,北投區,121.478,25.135394,6,10,11,9,8,5,6,5,6,8,4,6,5,6,9,10,13,13,13,13,13,16,16,8,1,4,3,3,1,2,2,7,9,8,10,11,7,10,11,11,11,9,9,6,6,6,5,6,8,9,9,10,13,14,16,16,18,17,17,17,,,,,,,,,,,,,,,,,,,,,,,
266,洲子一號公園,內湖區,121.564806,25.080258,12,21,34,14,13,13,19,22,22,27,26,23,3,12,3,5,6,6,3,22,22,9,14,13,9,13,10,8,2,0,0,6,0,0,2,2,6,11,10,22,24,22,15,24,26,26,21,25,31,23,19,13,14,16,10,9,8,10,15,15,,,,,,,,,,,,,,,,,,,,,,,
267,八德中坡路口,南港區,121.580194,25.05062,9,6,1,2,13,15,12,13,16,16,15,15,9,6,16,15,16,15,8,5,6,12,10,8,15,11,14,16,15,10,6,6,3,15,16,21,10,11,9,13,12,13,12,10,9,9,10,12,9,17,23,22,22,20,28,28,27,23,26,25,,,,,,,,,,,,,,,,,,,,,,,
268,南港高工,南港區,121.607055,25.056655,13,15,10,8,4,4,6,10,9,2,0,4,2,6,4,11,17,17,16,16,14,11,6,6,6,4,3,3,0,5,7,10,14,15,17,19,17,17,16,11,5,1,9,8,8,5,5,5,6,3,3,6,8,9,17,18,19,17,16,13,,,,,,,,,,,,,,,,,,,,,,,
269,三軍總醫院,內湖區,121.590304,25.070723,14,17,19,19,21,20,20,17,16,17,14,9,4,2,2,3,3,1,6,8,8,7,13,11,11,10,9,9,9,4,6,7,7,11,15,14,13,14,14,14,15,16,15,14,16,16,18,16,14,13,18,18,19,20,22,23,23,21,21,22,,,,,,,,,,,,,,,,,,,,,,,
270,雨農國小,士林區,121.529217,25.105429,26,13,22,14,9,12,12,13,19,14,18,17,20,17,5,0,14,15,15,29,29,29,24,23,24,21,22,27,17,9,18,4,4,12,15,15,23,6,25,27,19,12,16,14,20,21,22,5,10,2,8,9,13,15,25,18,19,14,18,10,,,,,,,,,,,,,,,,,,,,,,,
271,伊通長安路口,中山區,121.534693,25.048334,8,13,28,12,16,15,17,25,28,14,10,14,5,13,22,15,10,9,11,25,12,19,17,16,11,15,1,23,25,18,21,21,8,5,3,4,9,15,17,20,16,19,19,21,17,17,19,19,16,18,14,11,17,14,6,7,6,11,15,23,,,,,,,,,,,,,,,,,,,,,,,
272,忠順區民活動中心,文山區,121.563125,24.984707,18,11,12,12,10,11,8,6,5,5,3,0,4,5,2,13,17,22,27,22,24,24,12,9,11,10,11,12,13,11,12,18,17,12,17,11,16,11,11,4,10,12,14,18,16,17,16,8,8,6,4,6,11,15,21,21,23,20,18,21,,,,,,,,,,,,,,,,,,,,,,,
273,芝山國小,士林區,121.535954,25.110437,20,0,23,21,24,24,25,28,26,23,29,6,19,27,9,25,16,25,27,16,14,9,21,20,17,22,23,25,22,14,13,8,10,21,32,24,32,15,30,26,23,21,21,14,16,17,17,19,22,1,8,6,10,14,28,27,24,14,28,28,,,,,,,,,,,,,,,,,,,,,,,
274,扶輪親恩公園,內湖區,121.579833,25.066997,12,3,2,3,3,1,0,0,18,16,16,14,14,7,10,9,11,12,12,0,0,1,8,7,3,16,15,15,12,5,7,2,3,4,4,2,12,9,1,1,7,3,3,4,11,13,11,9,5,4,6,7,7,7,19,17,17,15,14,14,,,,,,,,,,,,,,,,,,,,,,,
275,西本願寺廣場,萬華區,121.507688,25.040988,42,42,48,30,35,24,26,30,34,32,34,35,20,26,30,35,29,21,16,27,26,28,25,29,28,30,30,32,42,44,41,31,16,29,12,8,28,30,35,38,42,40,43,41,38,37,39,36,28,11,14,1,0,2,14,16,19,20,15,15,,,,,,,,,,,,,,,,,,,,,,,
276,三興公園,信義區,121.55932,25.028679,21,5,13,8,8,14,14,13,8,9,15,19,31,12,14,24,30,26,26,15,15,10,8,3,3,0,2,7,13,19,21,27,26,18,20,27,33,36,12,6,2,0,0,3,2,0,2,7,11,19,13,13,14,20,24,16,21,19,9,4,,,,,,,,,,,,,,,,,,,,,,,
277,中山堂,中正區,121.51025,25.044091,13,20,16,20,11,10,15,12,12,8,10,6,24,15,24,30,29,24,10,20,20,10,9,13,16,18,18,26,16,2,10,4,13,1,2,1,7,15,19,25,23,13,19,19,20,15,11,14,9,10,20,14,8,9,11,10,11,14,16,16,,,,,,,,,,,,,,,,,,,,,,,
278,明美公園,內湖區,121.586065,25.062557,3,2,14,15,16,16,18,18,19,25,21,17,3,5,5,1,0,3,3,15,17,15,16,16,17,15,17,16,9,6,0,5,2,3,1,2,5,7,16,21,21,24,25,25,25,25,23,22,21,18,20,15,17,18,18,18,20,23,18,17,,,,,,,,,,,,,,,,,,,,,,,
279,南港車站(興華路),南港區,121.606331,25.053432,33,21,25,6,10,14,25,11,8,14,15,14,23,41,31,23,13,1,25,3,13,2,4,15,10,11,9,8,13,35,43,28,11,30,12,8,39,34,26,0,5,9,3,1,2,4,12,27,26,36,22,16,32,25,8,13,11,10,16,24,,,,,,,,,,,,,,,,,,,,,,,
280,士林新天地,士林區,121.51732,25.089034,20,11,15,13,16,17,19,14,17,13,16,13,9,0,1,11,14,7,27,25,17,14,18,13,16,18,16,17,20,6,11,25,13,7,3,10,17,6,18,15,12,12,13,11,12,12,10,14,13,16,7,15,7,9,14,12,8,4,3,4,,,,,,,,,,,,,,,,,,,,,,,
281,松江公園,中山區,121.532725,25.050245,13,15,19,24,18,15,2,4,14,9,14,13,7,4,3,1,3,3,9,17,16,19,17,17,10,3,4,10,13,3,2,1,0,0,3,3,11,12,13,14,7,21,18,13,16,11,12,12,7,11,11,6,5,7,4,5,0,1,2,6,,,,,,,,,,,,,,,,,,,,,,,
282,富台公園,信義區,121.571999,25.041935,18,17,10,20,17,14,14,16,17,11,11,11,20,12,13,21,30,17,18,12,14,17,17,16,11,8,15,16,4,5,5,16,20,14,25,25,18,24,18,8,21,17,9,2,10,19,18,9,6,1,14,16,17,23,26,24,20,12,16,17,,,,,,,,,,,,,,,,,,,,,,,
283,中央北路四段540巷口,北投區,121.4677,25.127959,10,11,9,8,7,5,6,6,8,10,4,4,7,13,16,14,14,14,10,8,8,7,8,9,14,15,12,13,11,12,15,19,18,20,22,22,9,10,11,9,9,10,11,12,15,15,16,16,17,16,14,16,18,18,20,21,21,21,20,17,,,,,,,,,,,,,,,,,,,,,,,
284,華聲公園,士林區,121.522096,25.096166,12,8,8,13,13,9,12,6,2,4,1,2,2,3,13,12,14,18,14,10,10,11,9,8,9,9,9,11,13,20,11,11,25,28,16,17,15,12,13,12,13,12,12,14,13,13,13,13,12,12,13,21,22,20,25,28,26,26,27,27,,,,,,,,,,,,,,,,,,,,,,,
285,螢橋國小,中正區,121.51377,25.025966,9,24,11,16,14,20,15,17,16,21,25,26,38,38,0,17,19,29,23,28,31,23,20,17,11,20,24,23,24,4,10,25,15,11,25,30,29,15,21,38,32,28,25,24,25,27,25,26,33,10,9,18,34,30,27,29,26,11,27,28,,,,,,,,,,,,,,,,,,,,,,,
286,德明財經科技大學,內湖區,121.565713,25.086372,5,1,1,7,7,8,8,6,8,7,4,7,9,10,10,12,17,18,21,13,12,12,10,5,10,6,7,6,6,8,10,12,9,12,18,16,22,19,13,14,11,8,7,10,9,8,8,9,6,4,6,9,15,19,25,26,25,24,19,20,,,,,,,,,,,,,,,,,,,,,,,
287,第二果菜批發市場,中山區,121.538264,25.067558,22,21,10,10,10,8,12,16,5,11,10,10,8,10,16,26,18,23,22,16,15,4,3,6,6,15,17,18,15,6,13,19,6,17,19,24,21,13,5,6,9,1,3,12,12,12,10,8,11,3,7,8,17,24,26,32,26,20,15,18,,,,,,,,,,,,,,,,,,,,,,,
288,濟南紹興路口,中正區,121.524591,25.041928,7,8,30,27,29,28,25,30,27,27,14,9,7,0,1,1,4,7,8,27,29,30,23,29,31,26,25,21,15,14,14,15,13,6,5,8,14,18,24,24,28,27,19,38,36,33,35,33,36,28,24,33,31,36,39,39,38,40,30,26,,,,,,,,,,,,,,,,,,,,,,,
289,牯嶺公園,中正區,121.518835,25.023377,1,16,7,14,1,0,16,17,17,19,12,8,34,5,9,5,24,32,2,20,17,11,2,1,16,13,17,13,20,30,9,16,29,5,24,10,21,29,6,11,1,0,1,16,16,19,22,23,21,9,13,5,27,18,22,20,28,30,30,21,,,,,,,,,,,,,,,,,,,,,,,
290,新生公園,中山區,121.530188,25.068387,2,1,0,1,4,0,2,3,1,2,0,2,3,7,6,7,9,12,2,0,2,0,5,4,4,4,0,3,1,8,10,11,10,14,17,2,3,1,0,1,5,2,1,2,1,2,0,1,8,11,4,11,16,18,16,15,18,22,22,14,,,,,,,,,,,,,,,,,,,,,,,
291,捷運松山站(3號出口),松山區,121.577459,25.049616,32,14,6,0,13,19,27,33,25,31,14,19,15,9,27,6,0,11,37,15,15,15,13,19,17,16,10,16,30,31,36,32,41,12,0,34,38,27,10,6,6,19,22,27,26,28,34,41,43,36,22,24,15,13,41,49,23,28,30,34,,,,,,,,,,,,,,,,,,,,,,,
292,合心廣場,南港區,121.582848,25.046361,16,11,15,22,21,16,15,11,17,19,21,17,16,20,21,16,16,17,17,17,19,19,18,19,15,15,8,4,12,18,20,31,26,22,16,15,18,12,10,14,13,14,13,10,14,15,14,14,20,19,17,15,15,11,21,23,21,26,31,26,,,,,,,,,,,,,,,,,,,,,,,
293,自來水園區,中正區,121.530037,25.013284,11,28,28,25,17,19,16,18,27,25,22,9,17,0,5,6,3,4,8,23,22,21,19,14,14,15,10,7,3,4,7,13,3,0,8,8,2,18,12,9,7,9,15,11,9,11,15,9,9,5,2,11,4,3,15,18,19,14,10,15,,,,,,,,,,,,,,,,,,,,,,,
294,朱崙商場,中山區,121.540431,25.047617,2,1,33,25,25,31,23,19,18,20,24,13,0,6,8,6,1,1,9,26,27,23,25,25,27,30,36,25,24,5,0,13,1,4,7,6,10,5,25,33,17,13,13,20,22,25,23,21,30,28,21,14,14,21,10,7,6,6,4,7,,,,,,,,,,,,,,,,,,,,,,,
295,敦親公園,大安區,121.541083,25.023473,6,11,23,18,7,9,16,19,5,2,4,4,6,14,15,2,5,14,8,25,23,24,11,3,17,16,10,7,7,13,17,12,17,12,20,15,15,12,20,22,9,6,10,14,15,12,12,15,11,6,5,18,19,17,16,12,19,22,22,12,,,,,,,,,,,,,,,,,,,,,,,
296,萬和二號公園,文山區,121.536446,25.001545,15,16,20,16,18,17,17,18,19,20,3,5,13,8,4,8,16,9,16,15,15,16,19,19,19,15,16,17,17,22,29,2,7,13,21,15,18,17,15,16,15,13,14,15,14,14,14,13,13,8,6,8,17,21,14,23,20,14,12,19,,,,,,,,,,,,,,,,,,,,,,,
297,長沙公園,萬華區,121.499922,25.041702,8,6,5,6,6,7,8,10,11,13,11,10,14,10,11,12,16,16,12,7,7,4,3,4,4,6,5,5,7,14,14,13,5,12,15,14,9,7,6,1,2,1,1,2,4,2,1,4,5,3,2,5,6,6,8,6,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
298,太原五原路口,大同區,121.516976,25.056458,19,14,7,9,8,7,8,2,9,10,4,3,8,14,8,15,16,12,13,14,15,15,16,15,19,29,13,13,15,4,3,1,3,3,4,8,9,5,1,4,5,0,1,3,5,8,4,3,2,1,13,17,21,20,22,19,19,21,12,12,,,,,,,,,,,,,,,,,,,,,,,
299,萬華國中,萬華區,121.499358,25.029264,5,12,9,8,6,4,1,5,7,4,4,2,4,3,3,1,4,3,10,9,9,7,3,7,0,7,9,2,4,1,4,2,0,2,1,6,9,15,13,11,10,8,1,1,6,3,5,3,1,1,1,9,14,15,18,20,17,16,14,12,,,,,,,,,,,,,,,,,,,,,,,
300,信義基隆路口,信義區,121.558731,25.033209,6,2,15,9,12,7,8,11,12,15,14,7,1,4,6,1,2,5,15,24,28,17,14,10,4,5,8,3,13,5,4,4,14,23,9,2,9,9,21,1,5,6,5,3,9,6,4,12,5,11,15,11,17,12,6,6,6,11,4,10,,,,,,,,,,,,,,,,,,,,,,,
301,林森長春路口,中山區,121.525383,25.055062,2,3,13,8,2,4,7,11,6,0,2,3,7,17,7,12,13,15,17,6,9,10,9,14,4,17,8,9,5,8,5,2,3,6,14,18,9,10,20,6,9,13,10,3,4,9,6,13,6,12,12,17,25,8,12,7,5,12,1,6,,,,,,,,,,,,,,,,,,,,,,,
302,敦北公園,松山區,121.550711,25.060746,19,13,18,16,12,12,15,12,12,14,11,12,14,11,6,9,7,10,19,21,20,18,17,17,17,20,22,22,16,8,13,2,3,6,6,4,8,8,4,15,18,19,12,12,16,17,14,18,14,16,12,10,11,8,9,12,13,11,9,9,,,,,,,,,,,,,,,,,,,,,,,
303,安泰街83巷,內湖區,121.617085,25.076691,23,16,9,8,8,5,5,7,7,4,1,1,10,14,7,13,17,20,16,4,4,3,8,5,3,2,1,2,3,9,14,11,14,22,25,24,24,16,7,5,6,4,0,2,1,3,6,6,9,11,12,19,23,21,17,15,15,11,5,5,,,,,,,,,,,,,,,,,,,,,,,
304,金華公園,大安區,121.531235,25.029902,20,13,6,1,1,3,0,3,3,8,5,4,10,17,16,14,31,14,18,11,15,16,18,19,8,3,8,11,8,8,11,10,1,12,28,24,20,20,5,11,13,5,5,6,2,6,2,6,5,5,6,19,26,19,18,13,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,
305,碧山公園,內湖區,121.592253,25.087413,19,22,1,0,1,8,4,4,5,4,8,10,19,8,14,15,29,17,23,11,18,5,2,1,1,0,0,0,7,12,21,12,18,17,26,28,13,26,2,3,3,4,0,0,1,1,1,2,6,13,18,13,24,25,23,20,8,34,17,8,,,,,,,,,,,,,,,,,,,,,,,
306,捷運古亭站(6號出口),大安區,121.52198,25.027781,22,12,5,9,3,2,11,26,16,17,15,2,3,14,15,31,32,37,43,0,0,0,22,14,16,21,20,23,18,8,10,13,28,27,20,22,20,4,1,9,14,20,17,24,30,34,35,33,24,27,12,12,5,14,24,22,15,21,21,25,,,,,,,,,,,,,,,,,,,,,,,
307,仁愛安和路口,大安區,121.552076,25.03757,10,2,24,16,19,13,0,16,19,19,14,14,16,7,0,1,2,7,9,9,9,15,7,16,10,6,16,11,22,14,15,7,11,14,10,7,5,7,11,11,14,11,3,13,19,21,19,17,9,15,20,23,8,4,5,11,15,19,20,11,,,,,,,,,,,,,,,,,,,,,,,
308,西松高中,松山區,121.567127,25.055672,19,19,20,12,6,11,5,0,14,9,0,0,12,14,18,23,14,21,23,12,11,20,21,11,7,25,26,18,0,1,8,10,13,8,15,17,15,20,15,13,8,20,20,25,25,20,6,11,12,15,6,15,23,20,25,22,21,19,16,18,,,,,,,,,,,,,,,,,,,,,,,
309,三軍總醫院(松山分院),松山區,121.556098,25.05447,25,26,24,23,22,8,9,10,10,14,8,3,10,12,11,14,24,20,24,30,26,26,18,10,12,12,13,17,6,0,10,12,14,20,25,28,27,35,28,24,24,22,26,15,18,15,21,20,20,19,16,22,36,25,27,26,24,17,5,14,,,,,,,,,,,,,,,,,,,,,,,
310,國立臺北大學(臺北校區),中山區,121.542732,25.057923,9,2,25,22,22,22,18,21,22,18,4,16,0,3,7,10,15,15,6,25,21,8,15,19,19,22,23,9,21,11,6,7,7,2,3,0,6,5,22,13,18,15,5,15,18,15,14,17,17,13,15,18,17,19,16,14,23,27,17,19,,,,,,,,,,,,,,,,,,,,,,,
311,捷運忠孝新生站(2號出口),中正區,121.532229,25.042392,13,13,20,7,6,7,14,14,14,10,4,0,10,15,7,10,5,1,19,18,13,2,0,1,1,6,5,6,0,15,5,2,7,7,5,1,13,16,21,14,15,17,15,18,16,9,13,15,12,10,2,7,3,1,17,18,18,22,15,19,,,,,,,,,,,,,,,,,,,,,,,
